2,3
3,4
4,5
6,4
7,3
8,5
9,5
5,10
4,11
3,12
4,13
14,5
11,15
10,16
4,17
11,19
8,21
3,18
8,23
11,20
8,25
22,17
26,27
24,5
29,12
10,26
15,31
10,28
11,33
30,11
4,36
32,29
3,35
3,40
25,37
3,34
19,39
44,25
41,5
29,38
43,40
48,11
4,45
29,42
6,47
47,53
49,40
40,46
57,24
26,50
25,51
8,52
4,61
54,30
55,22
48,56
26,65
55,58
5,59
60,11
70,49
3,62
63,24
20,64
48,67
68,3
6,69
36,78
50,71
29,72
73,51
4,66
11,75
76,25
27,77
22,87
12,79
80,68
38,81
4,74
50,85
82,65
7,95
32,84
30,89
86,31
47,83
88,53
71,93
86,90
104,84
53,92
97,54
94,6
15,91
96,52
99,43
25,112
53,101
98,26
84,103
54,100
105,4
3,102
7,107
63,121
53,109
106,62
28,111
108,36
26,113
26,110
129,26
114,50
103,115
116,104
3,117
118,3
8,119
118,120
26,139
122,61
123,85
37,124
125,61
126,87
127,50
6,128
8,133
130,12
135,106
4,132
38,137
4,134
139,154
136,4
125,141
138,25
4,143
140,105
145,35
122,142
25,131
144,107
127,147
148,30
12,149
150,47
4,151
152,23
153,54
38,173
73,155
8,156
139,157
158,89
159,84
16,160
161,115
11,146
4,169
162,124
142,163
8,164
106,188
36,166
12,167
60,168
112,177
104,170
29,171
172,91
165,152
75,174
104,175
176,140
179,151
184,176
10,181
15,178
40,183
198,207
185,46
8,182
131,187
29,192
6,189
116,186
191,172
45,180
148,193
12,190
187,197
187,194
222,85
196,50
91,201
141,198
195,6
102,200
205,126
202,66
61,199
4,204
50,209
198,206
162,203
208,11
194,211
66,212
26,213
241,159
53,215
55,216
217,102
7,210
219,20
149,220
40,221
28,214
55,223
224,116
196,225
218,4
138,256
226,20
49,227
34,228
229,26
230,87
231,123
122,232
233,150
4,234
196,235
236,195
237,118
6,238
65,239
240,179
5,243
277,270
245,140
242,226
85,247
134,244
232,249
246,226
118,251
105,248
98,253
98,250
124,255
252,137
257,249
15,254
4,264
36,259
132,258
161,261
30,268
263,72
5,262
116,265
8,272
267,50
209,266
269,25
4,307
240,271
59,270
273,115
274,191
202,281
130,276
169,275
24,278
2,285
280,142
122,279
19,282
289,220
284,275
283,107
75,286
260,212
288,40
37,287
86,292
284,291
294,200
140,293
77,296
295,4
202,298
297,202
65,300
194,299
302,247
301,199
304,265
12,303
345,36
305,272
304,306
11,309
11,308
215,311
294,310
311,313
240,312
315,12
86,314
83,317
316,287
5,319
35,318
119,321
20,320
15,290
336,252
213,323
322,282
181,325
5,324
80,327
326,91
329,47
375,64
202,331
330,66
63,333
202,332
86,335
17,334
16,337
338,41
284,353
340,47
194,339
342,339
341,2
86,344
74,343
11,346
121,328
4,348
214,347
350,296
202,349
352,44
182,351
70,356
355,195
366,55
357,149
360,85
62,359
345,354
3,361
345,364
211,363
366,412
40,365
368,103
60,367
362,55
8,369
54,370
48,373
227,372
383,288
374,66
158,377
376,349
371,10
378,357
122,381
380,3
193,358
280,382
385,7
384,104
221,379
386,269
161,393
16,388
204,387
390,168
199,442
65,392
65,391
394,41
401,129
396,36
395,3
398,392
389,47
287,400
399,31
240,408
48,403
402,199
405,134
397,363
25,407
406,73
409,272
204,416
352,411
144,410
413,277
404,65
415,6
194,414
119,417
67,418
3,421
25,420
423,263
422,385
422,425
424,169
124,480
198,426
429,310
420,428
431,80
103,430
433,325
53,432
417,419
312,436
435,196
6,438
349,437
382,440
415,439
218,427
73,441
358,444
398,443
446,431
445,84
448,381
136,447
85,434
47,449
50,450
84,510
83,452
451,12
454,425
333,453
140,456
43,455
458,239
117,457
6,460
459,5
269,462
461,444
